,cord_uid,sentence_id,section,sentence
25330,pwumjw7a,pwumjw7a1725330,"IgG responses are highly correlated with age, LDH and Ly%","Not surprisingly, the days after onset were correlated with the IgG response against S1 (Fig. 7A ) or N protein (date not shown), as the IgG response usually increases over time and reach the peak several weeks after onset, which is observed by other studies 25 and SARS patients 26 ."
25347,pwumjw7a,pwumjw7a1925347,"IgG responses are highly correlated with age, LDH and Ly%",It was found that the IgG response against S1 or N protein is highly correlated with peak lactate dehydrogenase (LDH
25601,fb0nwixw,fb0nwixw1625601,Global transmission of COVID-19,"The first COVID-19 cases in different countries was captured on three maps: 28 th Feb. (the date when WHO first classified the transmission type for affected countries), 7 th Mar., and 14 th Mar. (Figure 3 )."
7,ts3llerc,ts3llerc07,Introduction,"As date, the 21th century has witnessed several large-scale outbreaks of infectious diseases caused by coronaviruses."
131,ts3llerc,ts3llerc15131,Cost,The cost of personal protection included masks and handwashing (water and soap).
134,ts3llerc,ts3llerc16134,Cost,"where the cost pp = cost of hand washing, f= times of hand washing per day, and we set to six, v= volume of hand washing per time, and we set to 1000c.c/ml, C water = water cost per liter, and was US$0.00041, C soap = cost of soap, and was US$2.85, t = the number of days soap available, and we set to 60."
260,rxv5lgq8,rxv5lgq80260,body_text,"Table A1 in the Appendix provides the input parameters used in the model, as based on available publications and best estimates used in the modelling work on COVID-19 to date (as known to us on 18 March 2020)."
266,rxv5lgq8,rxv5lgq840266,Contact reduction begins 19,This date is somewhat arbitrary but does represent a time of increased awareness of the disease in Europe as there were 9 European countries having reported cases to WHO and one reporting a death (in France).
323,rxv5lgq8,rxv5lgq846323,Seasonality effect,"Contact reduction for cases in home isolation = 50% (this occurs while hospital isolation capacity is exceeded)  Beginning of case isolation measures = the 19 February date as above (i.e., assuming increased clinician awareness from cases in nine European countries at this time)."
455,tv9xsned,tv9xsned31455,Discussion,ESR also can be used as a monitoring factor in diagnosis and management of Gemcitabine-induced pulmonary toxicity [25] .
505,tv9xsned,tv9xsned8505,Data collection,"Clinical laboratory investigation included whole blood count, serum biochemical test (including liver and renal function, lactate dehydrogenase, electrolytes and creatine kinase), coagulation test, C-reactive protein and procalcitonin."
517,tv9xsned,tv9xsned17517,Laboratory parameters of COVID-19 patients,"For the liver and kidney function, severe patients showed significantly higher expressions of aspartate aminotransferase (AST, All rights reserved."
522,tv9xsned,tv9xsned18522,Laboratory parameters of COVID-19 patients,"/2020 p=0.007), lactate dehydrogenase, (LDH, p<0.001), globulin (GLO, p=0.006), cystatin c (cysc, p=0.018), hydroxybutyric dehydrogenase (HBDH, p=0.002), 5′-nucleotidase (5-NT, p=0.017), thyrogloblin (TG, p=0.037) and glucose (Glu, p=0 .007), while showed significantly lower levels of albumin (ALB, p=0.002), albumin/globulin (A/G, p<0.001), uric acid (UA, p=0.002), glomerular filtration rate (eGFR, p=0.011) and K (p=0.035) compared with mild group ( Table 2) ."
633,k1lg8c7q,k1lg8c7q30633,(which was not peer-reviewed),"For the AI system, by visualizing the diagnostic results of 200 subjects from the reader study cohort and comparing them with human reader in the reader study, together with the subsequent radiomics analysis, we were able to perform detailed imaging phenotype analysis on the diagnosis of COVID-19, and subsequently make pathophysiological and anatomical speculations on the viral infection process (see Feature Analysis in Methods)."
639,k1lg8c7q,k1lg8c7q31639,(which was not peer-reviewed),"Radiologists could perform an individualized diagnosis of COVID-19 with the AI system, adding new driving force for fighting the global spread of outbreak."
805,ptgpxpad,ptgpxpad12805,Megafund Rationale,"To date, the U.S. government and CEPI programs have been forced to severely limit their portfolios, due to funding constraints."
967,ptgpxpad,ptgpxpad5967,Introduction,"There needs to be a viable, sustainable business model that will align the financial incentives of stakeholders to encourage the necessary investment in vaccine development (19, 20) ."
972,ptgpxpad,ptgpxpad6972,Introduction,"However, to date, none of these strategies have been deemed to be effective in addressing the growing threat of EIDs."
1140,suygiew5,suygiew5171140,Results,"Prediction of the number of ICU beds needed in Chicago, the date when this peak will be reached, the peak in the number of hospital beds required, and the total number of deaths by September 1, 2020."
1165,suygiew5,suygiew5221165,Discussion,"Thus to be safe, the mitigation measures should be implemented as soon as possible, while they will be effective; at the same time, for humanitarian reasons, the societal implications of lockdown require appropriate arrangements to be made for the city's population, as has already done for the mitigation efforts to date."
1177,suygiew5,suygiew5111177,Methods,"To do this, we experimented with moving the starting time of the simulation with one infected individual, and found that this would work if the date of infection was February 16 th 2020."
1178,suygiew5,suygiew5111178,Methods,"Reassuringly, this date is roughly consistent with the working backwards calculation!"
1295,qqsefagq,qqsefagq381295,Results,"Note that the orange and yellow curves overlay the dark blue and grey curves at first, from week 11."
1436,1cc9ig04,1cc9ig0431436,67,"These air-liquid interphase cultures contain a number of cell types (e.g., 70 basal, ciliated, and goblet)."
1448,5f95gve3,5f95gve301448,abstract,"In particular, two FDA-approved drugs -niclosamide and ciclesonide -were notable in some respects."
1463,5f95gve3,5f95gve331463,Introduction,"Accordingly, several drugs are being tested in numerous clinical trials 5 including remdesivir, lopinavir, and chloroquine 6 ."
1474,5f95gve3,5f95gve391474,Results and Discussion,"Not surprisingly, its broad-spectrum antiviral effect has been well documented in the Second, ciclesonide is another interesting drug candidate for further development although its antiviral potency was much lower (IC 50 = 4.33 µM) than niclosamide."
1477,5f95gve3,5f95gve3101477,Results and Discussion,corroborated our finding of ciclesonide as a potential antiviral drug against SARS-CoV-2 12 .
1479,5f95gve3,5f95gve3101479,Results and Discussion,"Intriguingly, an underlying mechanism for the suppression of viral infection by ciclesonide has been revealed by the isolation of a drug-resistant mutant 12 ."
1480,5f95gve3,5f95gve3101480,Results and Discussion,"The isolation of the drug-resistant mutant indicated that NSP15, a viral riboendonuclease, is the molecular target of ciclesonide."
1481,5f95gve3,5f95gve3101481,Results and Discussion,"Together, it is not unreasonable to consider that ciclesonide exhibits a direct-acting antiviral activity in addition to its intrinsic antiinflammatory function."
1489,5f95gve3,5f95gve3121489,Results and Discussion,"In particular, the effect of favipiravir and atazanavir was compared to those of the reference drugs (chloroquine, lopinavir, remdesivir) because favipiravir is considered as a drug candidate for clinical trials and atazanavir was recently predicted as the most potent antiviral drug by AI-inference modeling 13 ."
1490,5f95gve3,5f95gve3121490,Results and Discussion,"However, in the current work, we did not observe any antiviral activity of either favipiravir or atazanavir."
1637,q0yqnlyl,q0yqnlyl01637,abstract,We also propose that a glycine residue at the receptor binding domain of the spike glycoprotein can have a critical role in permitting bat variants of the coronaviruses to infect human cells.
1686,q0yqnlyl,q0yqnlyl81686,Assessing molecular structure and host-specific interactions,Systems preparation was performed with the tleap program of the Amber 18 suite.
1688,q0yqnlyl,q0yqnlyl81688,Assessing molecular structure and host-specific interactions,"Next, the boxes were solvated with TIP3P water molecules and Na+ ions were added to neutralize the excess charge."
1794,njo93g3h,njo93g3h71794,Patient cohort,"The start-date of the study period preceded the commencement of the lock-down of Wuhan city on Jan 23, 2020."
1836,njo93g3h,njo93g3h131836,Infection control measures at the RT treatment unit,Central air conditioning in the treatment area was not permitted.
1858,njo93g3h,njo93g3h251858,Discussion,"To date, more than 100,000 humans have been infected, and the numbers are likely to increase."
1863,njo93g3h,njo93g3h251863,Discussion,"To date, two case series have identified that patients with cancer habour an approximately two-fold increased risk of COVID-19, and reasons underpinning these observations include older patients, immunosuppressive therapies, and recurrent hospital visitations."
2072,z7r4n0w7,z7r4n0w702072,abstract,"In this study, we compared the sex-related hormones between 81 reproductive-aged men with SARS-CoV-2 infection and 100 age-matched healthy men, and found that serum luteinizing hormone (LH) was significantly increased, but the ratio of testosterone (T) to LH and the ratio of follicle stimulating hormone (FSH) to LH were dramatically decreased in males with COVID-19."
2075,z7r4n0w7,z7r4n0w7142075,Results,"The usages of corticosterone, arbidol, oseltamivir and intravenous antibiotics was 14.81% (12/81), Table 1 ."
2081,z7r4n0w7,z7r4n0w7102081,Sex-related hormone assessment,"In the study group, serum testosterone (T), estradiol (E2), progesterone (P), prolactin (PRL), luteinizing hormone (LH), follicle stimulating hormone (FSH), antimullerian hormone (AMH"
2096,z7r4n0w7,z7r4n0w7172096,(which was not peer-reviewed),"(seen in Table 3) By univariable linear regression analysis, it can be seen that serum T:LH ratio in the COVID-19 group was negatively associated with the severity (p=0.0236), aspartate transaminase (AST) concentration (p=0.0287), and c-reactive protein (CRP) level (p<0.0001), but positively associated with serum AMH level (p=0.0067)."
2100,z7r4n0w7,z7r4n0w7212100,(which was not peer-reviewed),The interstitial Leydig cells are responsible for testosterone production under regulation of LH.
2101,z7r4n0w7,z7r4n0w7212101,(which was not peer-reviewed),It was reported that SARS-CoV-2 uses ACE2 and the cellular serine protease TMPRSS2 for entry into host cells [6] .
2106,z7r4n0w7,z7r4n0w7222106,(which was not peer-reviewed),"Although serum testosterone levels did not statistically change in the COVID-19 group, a significant increase in serum LH level and a dramatic decrease in serum T: LH were observed."
2118,z7r4n0w7,z7r4n0w7262118,(which was not peer-reviewed),"In men, FSH is mainly suppressed by inhibin B secreted by Sertoli cells, and estradiol normally comes from peripheral aromatization of androgens."
